ts	phase	decision	why	evidence	result
{0}	plan	Coverage accountability drive: every production line covered by a test through its seam, or carries a documented [ExcludeFromCodeCoverage] with reason + exit condition in CONTEXT.md/ADR. No silent gaps. Target: full per-line accountability, not a coasting floor.	user directive 2026-09-12: 'how do we make our app current standards/best practices if everything gets deferred' - deferral is not a standard; the house DebtGuard pins already refuse dead code, so untestable-without-seam means add the seam	cov-gaps.csv (175 rows, 1972 uncovered lines); gated modules Sdk 48/Core 83/Hardware 176	plan logged
{0}	Sdk	Sdk driven 90.9 -> 97.9% (504/515). Deleted dead code (FrameDelivery.GetStats + FrameDeliveryStats record; ModernWidgetBase.CredentialContext - no widget reads it). Added 9 tests driving previously-uncovered seams (FileLog failure legs, FrameBufferPool double-release guard, PollLoop OCE-cancel unwind, FrameTimeStatistics single-sample + fallback-empty, GridSizePreset unknown throw, TelemetryStoreFacade getter, IWidgetPropertyPersistingContext default member via TestContext).	commit 1c4c9a9; gate green 2305 tests; coverage revalidated	done
{0}	Core	Core driven 90.0 -> 94.7% (783/827). Deleted dead zero-pages guard in ProfileImportSanitizer (unreachable: the Pages setter already repairs empty lists). Added ~19 tests driving previously-uncovered seams (ColorConversions switch arms, ThemeSettings static Theme, FontHelper empty-text + unknown-family, SkiaFrameCompositor translucent/LINQ/null-instance/sort-shift/getters, WidgetPluginLoader duplicate-id, ProfileImportSanitizer path-clear/budget/truncation/calendar-validation via ImportJson, WidgetRehydrator Broken/catch/throwing-init, ProfileOps DeletePage-with-widgets).	commit e364255; gate green 2326 tests; coverage revalidated	done
{0}	Hardware	Hardware driven 78.5 -> 79.9% (654/819). Covered the seam-drivable failure legs: InitSequence exception + not-open guards (via RecordingBackend.BulkWriteException throw seam), WinUsbBulkDevice BulkWrite native-fault catch + ControlOut/ControlIn closed-device guards (via ApiScript.WritePipeThrows).	commit 1dc1ca5; gate green 2331 tests; coverage revalidated	done
{0}	Hardware-LibUsb	LibUsbTransferBackend (91 uncovered lines) needs a functional endpoint-writer fake + scriptable ControlTransfer in FakeLibUsbDevice to drive its transfer/teardown methods; the deviceProvider seam exists but the fake's success path returns a null writer. Follow-up.	open	pending
{0}	Hardware-LibUsb	LibUsbTransferBackend driven 91 -> 18 uncovered lines via a functional FakeEndpointWriter (overrides UsbEndpointWriter.Write virtual seam) + scriptable control transfers + acquisition-leg fault seams. WinUsbBulkDevice Open-failure branches + ControlOut/BulkWrite legs covered. Hardware 78.5 -> 90.8% (744/819).	commit 66bd0b3; gate green 2356 tests; coverage revalidated	done
{0}	Hardware-connect+engine	DisplayHidTransport connect-machine branches (double-connect no-op, provider-exception terminal failure, SuccessLine write) + DisplayDeviceEngine connect/dispose exception legs + SetTransportForTest seam driven through provider/factory seams. FakeTransport gained ConnectFailure/DisposeFailure fault seams. Hardware 90.8 -> 92.9% (761/819).	commit d574d5c; gate green 2362 tests; coverage revalidated	done
{0}	Hardware-frame+touch	DisplayHidTransport SendFrame (not-connected refusal, non-array memory copy, header-control-fail, bulk-write-throw) + ReadTouch (ControlIn-fail, short-transfer, no-touch, valid-Down) driven through the RecordingBackend seam. Hardware 92.9 -> 94.0% (770/819).	commit e06bb2c; gate green 2370 tests; coverage revalidated	done
{0}	Widgets-hotkey-seam	Extracted HotkeyActionApi delegate bag (SendInput + Process.Start) so the executor routing is drivable without real OS input; 13 new tests drive ExecuteAsync through a recording fake (chord batches, text size, mouse sends, repeat clamp, disabled no-op, MaxActions guard, rejected throw, Launch/OpenUrl starts, scheme veto, media-key routing). DebtGuard entry moved to HotkeyActionApi.cs.	commit e63ec3e; gate green 2383 tests	done
{0}	Widgets-calendar-gesture	Drove the CalendarGestureState drag-to-scroll branches (detail + agenda) through Feed Down/Move/Up sequences; pinned the scroll-offset direction and the drag-completed no-tap guard. 2 new tests.	commit f7073e4; gate green 2385 tests	done
{0}	Widgets-calendar-parser+notable	Pinned CalendarEventParser all-day same-day-end normalization + StripHtml (decode-before-strip, encoded-tag survival); pinned the four floating observances (MLK/Presidents/Memorial/Thanksgiving) against known 2026 weekdays. The unknown-TZID fallback catch is Ical4net-gated (the library rejects undefined TZIDs before our ResolveZone runs), so it stays a documented defensive catch.	commit a4c1a11; gate green 2388 tests	done
{0}	App-pure-policy-seams	Drove PopupClamp.AttachPopupWithinWindow callback (STA window), CalendarFeedEditorRows five field setters + out-of-range guards, UpdateService RunInstallPhase (success/failed-stage) + LaunchUpdater missing-stamp/marker-missing legs + Log/UpdatesRoot getters. 9 new tests.	commit 5ea10e4; gate green 2397 tests	done
{0}	App-residual-policy-seams	Drove the remaining small App policy seams: CrashLog.Append (happy path, handled/unhandled labels, null exception, locked-file fault absorption - new file), AppSettingsStore.DefaultPath (user-state-dir pin) + Save PathTooLongException absorption, SingleInstanceGuard secondary launch with vanished activation event (OpenEvent throws, logged not fatal), LhmSharedMemoryReader.TryParse unknown-index-format arm + entry-escaping-data-bounds rejection. 9 new tests. App 82.5 -> 82.9%.	commit a077830; gate green 2406 tests	done
{0}	App-wpf-chrome-tail	Per-file survey of the remaining App uncovered lines (2026-09-12): every file's decision logic is already extracted into a covered module; the residual is WPF/WinForms/P-Invoke glue binding those policies to the visual tree or OS surface. MainWindow.xaml.cs (146): WPF event handlers + explicit interface impls; policy in SelectionPolicy, InputController, MutationFunnel, PageManagement, ProfileImportFlow/ExportFlow, SettingsCommits, Lifecycle (all covered). InspectorPanelRenderer (129): WPF visual-tree construction (StackPanels/ComboBoxes/TextBoxes); policy in CalendarFeedEditorRows, providers, callbacks (all covered). DialogHost (112): WPF dialog construction + event wiring; policy in IconPickerModel, DeviceAuthorizationModel (both covered). NotifyIconTraySurface (62): WinForms NotifyIcon binding + 4-tier OS icon load (loose file -> WPF pack URI -> exe associated icon -> system default); policy in TrayIconController (covered). PresentMonNative (55): P/Invoke externs over the PresentMon DLL (OS-bound, requires the service); policy driven via StubPresentMonNative (covered). InspectorController (52): WPF facet bindings; policy in TransformFieldBindings, CustomPropertyPanel (covered). App.xaml.cs (21): WPF Application startup. Driving these would require synthesizing WPF mouse/route events on live STA windows or extracting micro-modules from already-extracted modules; neither earns its place. Documented as a WPF-chrome tail, not deferred silently.	open	documented
